INCI name,Hair penalty,Body penalty,Face penalty,Oral cavity penalty,Makeup penalty,Babies penalty,Classification,Functions,Origin
CUPRESSUS SEMPERVIRENS LEAF OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning - miscellaneous: Improving the appearance of dry and/or damaged skin by reducing flaking and restoring its suppleness']",['Vegetal']
CUPRESSUS SEMPERVIRENS LEAF WATER,Low,Low,Low,Low,Low,Low,['Regulated'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
CUPRESSUS SEMPERVIRENS LEAF/NUT/STEM OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']","['Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
CUPRESSUS SEMPERVIRENS LEAF/STEM EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
CUPRESSUS SEMPERVIRENS OIL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Essential oil']",['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
CUPRESSUS SEMPERVIRENS SEED EXTRACT,Low,Low,Low,Low,Low,Low,['Regulated'],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
CUPUASSUAMIDOPROPYL BETAINE,None,None,None,None,None,None,"['Quaternary ammonium cation', 'Amphoteric surfactant']","['Cleansing: Helps to keep a clean surface', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
CURCUMA LONGA RHIZOME EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
CURCUMA LONGA ROOT EXTRACT,None,None,None,None,None,None,[],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
CURCUMA LONGA ROOT OIL,None,None,None,None,None,None,['Essential oil'],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
CURRY RED,Low,Low,Low,Low,Low,Low,"['Regulated', 'Hair dye']",['Hair dyeing: Colors the hair'],[]
CYAMOPSIS TETRAGONOLOBA GUM,None,None,None,None,None,None,[],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Film forming: Produces a continuous film on skin, hair or nails', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Vegetal']
CYCLODEXTRIN,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Chelating: Reacts and forms complexes with metal ions that could affect the stability and / or appearance of cosmetic products']",[]
CYCLOHEXASILOXANE,Medium,Medium,Medium,Medium,Medium,Medium,['Silicone'],"['Emollient: Softens and smoothes the skin', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition', 'Solvent: Dissolves other substances']",['Synthetic']
CYCLOHEXYLAMINE,Strong,Strong,Strong,Strong,Strong,Strong,['Regulated'],"['Anticorrosive: Prevents corrosion of the packaging', 'pH regulator: Stabilises the pH of cosmetics']",[]
CYCLOMETHICONE,Strong,Strong,Strong,Strong,Strong,Strong,"['Silicone', 'Suspected endocrine disruptor', 'Regulated', 'Forbidden in Europe']","['Emollient: Softens and smoothes the skin', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine']",['Synthetic']
CYCLOPENTASILOXANE,Strong,Strong,Strong,Strong,Strong,Strong,"['Silicone', 'Suspected endocrine disruptor', 'Forbidden in Europe']",[],['Synthetic']
CYCLOTETRASILOXANE,Strong,Strong,Strong,Strong,Strong,Strong,"['Silicone', 'Suspected endocrine disruptor', 'Regulated']","['Emollient: Softens and smoothes the skin', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Solvent: Dissolves other substances']",['Synthetic']
CYMBOPOGON CITRATUS LEAF OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
CYMBOPOGON CITRATUS LEAF/STEM OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Flavouring agent: Gives an aroma to the cosmetic product']",[]
CYMBOPOGON FLEXUOSUS HERB OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']",['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
CYMBOPOGON FLEXUOSUS OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']",['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
CYMBOPOGON MARTINI HERB OIL,None,None,None,None,None,None,['Essential oil'],['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
CYMBOPOGON MARTINI OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
CYMBOPOGON NARDUS OIL,None,None,None,None,None,None,['Essential oil'],"['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
CYMBOPOGON SCHOENANTHUS OIL,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'Essential oil']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Tonic: Produces a feeling of well-being on skin and hair']",['Vegetal']
CYMBOPOGON WINTERIANUS HERB OIL,None,None,None,None,None,None,['Essential oil'],['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
CYNARA SCOLYMUS LEAF EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
CYPERUS ESCULENTUS ROOT OIL,None,None,None,None,None,None,['Vegetable oil'],['Masking: Reduces or inhibits the odor or basic taste of the product'],['Vegetal']
"D,L-LIMONENE",Low,Low,Low,Low,Low,Low,['Regulated'],[],[]
"D,L-MENTHOL",Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
D-CAMPHOR,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']",[],[]
D-LIMONENE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated', 'VOC']",[],"['Natural', 'Synthetic']"
D-MENTHOL,Low,Low,Low,Low,Low,Low,['Regulated'],[],[]
DAEMONOROPS DRACO EXTRACT,None,None,None,None,None,None,[],['Astringent: Helps tighten skin pores'],['Vegetal']
DAUCUS CAROTA FRUIT OIL,None,None,None,None,None,None,['Essential oil'],['Perfuming: Used for perfume and aromatic raw materials'],['Vegetal']
DAUCUS CAROTA SATIVA EXTRACT,None,None,None,None,None,None,[],"['Skin conditioning: Maintains skin in good condition', 'Perfuming: Used for perfume and aromatic raw materials']",['Vegetal']
DAUCUS CAROTA SATIVA ROOT EXTRACT,None,None,None,None,None,None,[],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
DAUCUS CAROTA SATIVA SEED OIL,None,None,None,None,None,None,['Vegetable oil'],"['Emollient: Softens and smoothes the skin', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Skin conditioning: Maintains skin in good condition']",['Vegetal']
DAUCUS CAROTA SEED OIL,None,None,None,None,None,None,['Essential oil'],[],['Vegetal']
DEA-PERFLUOROHEXYL ETHYLPHOSPHATES,Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Forbidden in Europe', 'PFAS']","['Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",[]
DECYL ALCOHOL,None,None,None,None,None,None,['Fatty alcohol'],"['Emollient: Softens and smoothes the skin', 'Foam boosting: Improves the quality of the foam produced by increasing one or more of the following properties: volume, texture and/or stability', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
DECYL GLUCOSIDE,None,None,None,None,None,None,['Nonionic surfactant'],"['Cleansing: Helps to keep a clean surface', 'Emulsion stabilising: Promotes the emulsification process and improves the stability and shelf life of the emulsion', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']","['Vegetal', 'Synthetic']"
DECYLENE GLYCOL,Low,Low,Low,Low,Low,Low,['Glycol'],['Skin conditioning: Maintains skin in good condition'],[]
DEFINED CELL CULTURE MEDIA,Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Forbidden in Europe']",['Skin conditioning: Maintains skin in good condition'],[]
DEHYDROACETIC ACID,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']",['Preservative: Inhibits the development of microorganisms in cosmetic products'],['Synthetic']
DELTA-DAMASCONE,Low,Low,Low,Low,Low,Low,"['Allergen', 'Regulated']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Perfuming: Used for perfume and aromatic raw materials']",[]
DEXTRAN,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",[]
DEXTRAN SULFATE,Low,Low,Low,Low,Low,Low,['Sulphate'],"['Binding agent: Allows the cohesion of different cosmetic ingredients', 'Skin conditioning: Maintains skin in good condition']",[]
DEXTRIN,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Absorbent: Absorbs water (or oil) in dissolved or fine form', 'Binding agent: Allows the cohesion of different cosmetic ingredients', 'Bulking: Reduces apparent cosmetics density', 'Viscosity controlling: Increases or decreases the viscosity of cosmetics']",['Vegetal']
DEXTRIN ISOSTEARATE,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],['Skin conditioning: Maintains skin in good condition'],['Vegetal']
DEXTRIN MYRISTATE,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",['Vegetal']
DEXTRIN PALMITATE,None,None,None,None,None,None,['Natural or hemisynthesis polymer'],"['Anticaking: Helps ensure the fluidity of solid particles and limit their agglomeration in powder cosmetic products or hard mass cosmetics', 'Emulsifying: Promotes the formation of intimate mixtures between immiscible liquids by modifying the interfacial tension (water and oil)', 'Surfactant: Reduces the surface tension of cosmetics and contributes to the even distribution of the product when it is used']",['Vegetal']
DI-HEMA TRIMETHYLHEXYL DICARBAMATE,Medium,Medium,Medium,Medium,Medium,Medium,['Regulated'],['Nail sculpting: Forming a hard structure that resembles the nail plate'],[]
DIAMINOPYRIMIDINE OXIDE,Low,Low,Low,Low,Low,Low,['Regulated'],"['Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Skin conditioning: Maintains skin in good condition']",[]
DIAMOND POWDER,None,None,None,None,None,None,[],"['Abrasive: Removes materials from the surface of the body, helps clean teeth and improves shine']",[]
DIAZOLIDINYL UREA,Strong,Strong,Strong,Strong,Strong,Strong,"['Regulated', 'Formaldehyde liberator', 'Preservative']",['Preservative: Inhibits the development of microorganisms in cosmetic products'],['Synthetic']
DIBROMOHEXAMIDINE ISETHIONATE,Low,Low,Low,Low,Low,Low,"['Regulated', 'Preservative']",['Preservative: Inhibits the development of microorganisms in cosmetic products'],[]
DIBUTYL PHTHALATE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated', 'Forbidden in Europe']","['Masking: Reduces or inhibits the odor or basic taste of the product', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked', 'Solvent: Dissolves other substances', 'Perfuming: Used for perfume and aromatic raw materials']",['Synthetic']
DICAPRYLYL CARBONATE,None,None,None,None,None,None,['Esterified oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition']","['Vegetal', 'Synthetic']"
DICAPRYLYL ETHER,None,None,None,None,None,None,['Esterified oil'],"['Emollient: Softens and smoothes the skin', 'Skin conditioning: Maintains skin in good condition', 'Solvent: Dissolves other substances']","['Vegetal', 'Synthetic']"
DICHLOROBENZYL ALCOHOL,Low,Low,Low,Low,Low,Low,"['Regulated', 'Alcohol', 'Preservative']","['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Preservative: Inhibits the development of microorganisms in cosmetic products']",[]
DICHLOROMETHANE,Strong,Strong,Strong,Strong,Strong,Strong,"['Suspected endocrine disruptor', 'Regulated']","['Solvent: Dissolves other substances', 'Perfuming: Used for perfume and aromatic raw materials']",[]
DICHLOROPHENE,Low,Low,Low,Low,Low,Low,['Regulated'],"['Antimicrobial: Helps slowing the growth of micro-organisms on the skin and counteracts the development of microbes', 'Deodorant: Reduces or masks unpleasant body odors']",[]
DIETHYL PHTHALATE,Strong,Strong,Strong,Strong,Strong,Strong,['Phthalate'],"['Denaturant: Makes cosmetics unpleasant Mainly added to cosmetics containing ethyl alcohol', 'Film forming: Produces a continuous film on skin, hair or nails', 'Hair conditioning: Leaves hair easy to comb, soft, soft and shiny and / or confers volume, lightness and shine', 'Masking: Reduces or inhibits the odor or basic taste of the product', 'Plasticiser: Softens and softens another substance that otherwise could not easily be deformed, dispersed or worked', 'Solvent: Dissolves other substances']",[]
DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE,Medium,Medium,Medium,Medium,Medium,Medium,"['UV chemical filter', 'Regulated']","['Stabilising: Improves ingredients or stability of the formula and shelf life', 'Uv absorber: Protects the cosmetic product from UV-light effects', 'Uv filter: Filters certain UV rays to protect the skin or hair from the harmful effects of these rays']",['Synthetic']
