Tweets,Keywords,Feelings
stecoah gap fontana dam shelter   k   fontana hilton   mile   saw hiker friend dropp stecoah gap  shelter call heated,heated,anger
thanksignis xv grinning squinting face xv       flexed biceps,heated,anger
heat  day  sleep tomorrow gym  love warm b,heated,anger
gem gem stone sparkles hate pet know make late work using cute cuddly body  cleo little spoon soon alarm went became heat massager,heated,anger
plan could see  hydrogenheat built aberdeen   publish,heated,anger
agree  willing discussion someone agree  even get,heated,anger
note hateful bigot bann facebook twitter  wannabe lawyer acting like smart,hateful,anger
yo everyone could stop making pokemon community drama filled  hateful  generally toxic place   great OK hand light skin tone,hateful,anger
offensive blam something happen ye,hateful,anger
zagozewski yep  rather go get honorable job might make world better place  idiot like think spewing hateful rhetoric worth  grand six month  sad selfesteem small,hateful,anger
manafy facebook really handle alex jones  limit reach extreme  factually incorrect  hateful  etc  view without censorship ht,hateful,anger
herb  jamie litter in bin sign,hateful,anger
sum experiance yesterday coverage wellnationalism become dirty word britain,hateful,anger
never getting jaime didnt think deserv good brienne left someone hateful,hateful,anger
gloria Canada  follower hahaha  twitter shut last account hateful,hateful,anger
quite simply hateful goat,hateful,anger
smolinski ag barr justice kavanaugh hearing senator nobody accomplish add delusional list,hateful,anger
crossed swords  shield everyone could stop making pokemon community drama filled  hateful  generally toxic place   great OK hand light skin tone tah,hateful,anger
oh hey  look  person dismissing trauma others ignoring serious systemic abuse homeschooling  jus,hateful,anger
suspend  hateful conduct apparently,hateful,anger
quite honestly  read someone cheering expulsion others public square ba opinion pers,hateful,anger
borne seem hateful  think two side every story  ppl quick jump tr told racist  without looking,hateful,anger
bunny  land death  kinda extreme  great see democracy action  let  work removing hateful symbol time  old sa flag,hateful,anger
dragon twitter basically soapbox hateful people get anonymously   good  foundation kick  free speech  pretence foot  know understand  deplatforming,hateful,anger
aro friend  someone help  please  gave interview russian troll activity czech news platform  receiv seems hateful message twitter handle nam someone help translate report profile  necessary,hateful,anger
day thirty year ago  trump bought  k worth ad nyc paper calling execution boy known central,hateful,anger
graham  want see hateful rhetoric endorses back twitter  twitter place anyone governing  vote  authentic policy leader,hateful,anger
must hateful piece shit ever twitterwho celebrates someones death like  say hes,hateful,anger
kindness expensive  free  theres reason hateful  give something  give,hateful,anger
hateful libertarian  report target,hateful,anger
forgiven jamie lannister many horrible  hateful thing year  never forgive making brienne cry like,hateful,anger
whoever win election   let turn hateful person   lost,hateful,anger
offensive fraud like pences loudly parade  prolife  virtue world  showing,hateful,anger
goodness see truth  see donnie tell see  liv eleven president  trump vile hateful corrupt president ever   time worse nixon  obama deflection right trump book  lookie lookie theres another shiny squirrel,hateful,anger
lindquist trumpisnotabovethelaw another hateful libertarian report target good riddance rubbish,hateful,anger
United Kingdom maintain hateful  leviticus  st paul  slavery  tattoo  piercings  hate gay people  force men child sisterinlaw wife cannot baby  pestilience   stressful   see god either  world problem manmade poor choice,hateful,anger
potus reing white supremacist  nazi  vile  hateful  violence inciting trash,hateful,anger
tahir forecast defying return cersei long time back  sakht launda   hateful good man nah,hateful,anger
well love hypocrisy magats  cora choosing visit corrupt  lying  hateful po potus  disgraceful  trump choosing visit arlington cemetery veterans day  meh  get pas,hateful,anger
kabza said pretty hateful stuff yet still around,hateful,anger
rule abusive behaviorviolating rule hateful conductwe appreciate help improving everyone  experience twitter  learn reporting abusive behavior,hateful,anger
wow eric  personal disagree happen  know situation  rude hateful discussion concerning basketball indicative whats wrong world todaygood day eric,hateful,anger
vote hateful person,hateful,anger
white person get offend word,hateful,anger
update reportsthanks letting u know  investigation found account violat twitter rule  charlie christmas obe cottonpickerviolating rule hateful conduct  tom   red question mark,hateful,anger
yet another hateful campaign israel london  time   rocket fir israeli civil,hateful,anger
putting aside issue two people opposite end  disgusting pandering grandstanding bullying politician disgrace  typical screaming problem solution  congress becoming catchall disturb hateful people,hateful,anger
brave new world speech consider,hateful,anger
da sahab tell commoner  west bengal blood soak since last   decade  turn everyone bengal hateful  loosing bengal  yr  phase votinground loksabhaelections,hateful,anger
get label sign ignorance behalf progressive infidel enjoy labeling  realize hateful muslim adherent want overthrow american culture  muslim target bigot,hateful,anger
mr  b gizelle hateful,hateful,anger
woman shriek bigot terf hateful transphobe defending woman  right  ten,hateful,anger
saying religion stupid  hand dont wannne offen lul,offened,anger
a fvxking offen,offened,anger
crossed swords shield high voltage  im glad joke cause like damn id kill point could literally offen everyone thing,offened,anger
im desktop user get offen simply due watching ladle understanding humor see  know part joke joke,offened,anger
ayman said israel offen take ghaza    egypt refus  know egypt took  taba    year war  israel want meter anyway,offened,anger
outraged,outraged,anger
cringeworthy take    said    fiction     outrag victim process trauma    fiction    even remotely said     delegitimizing victim draw strength recovery     made story,outraged,anger
prince school board member  doris hohensee  think mass shooting drill school survival mass murder student   reinforce fear gun   last week  hohensee post racist quote  parent outraged  nhpolitics nashua newhampshire,outraged,anger
agee much negativity come twitterer chief  example  outrag word,outraged,anger
experienc firsthand stand christian morality west crumbles maga,outraged,anger
sport sociologist  outraged  caster semenya case suppli perfect rallying cry age social justice,outraged,anger
entire country outrag video  obvious fluke  im sure multiple teacher aware content  ne shut school arrest deport  want granddaughter living usa pig,outraged,anger
omhere  matter  way people paid protect serve community suppos behave   want let  hire thug administer judgement punishment curbside  civiliz outrag,outraged,anger
wondering account posting lgbtq people  realis gathering day offend trivilisation lgbtq issue,outraged,anger
hartman wallace outrag  fiasco  obama spyed  damocrats tri still trying steal election,outraged,anger
colorado experienc firsthand stand christian morality west crumbles maga,outraged,anger
man told lesbian woman learn love dick everyone would outraged  trans woman say,outraged,anger
osullivan yeah  offensive   outraged   never offend,outraged,anger
press experienc firsthand stand christian morality west crumbles maga,outraged,anger
dragon scene leaf fan outraged,outraged,anger
outrag death mother daughter gaza believ israeli airstrike cause  n,outraged,anger
yes  president trump always bend obscures fact play base  beyond  know,outraged,anger
every state must ban sharia law  would good idea sign executive order banning sharia,outraged,anger
